0,0.251411
1,0.139535
2,0.132106
3,0.132022
4,0.13183
5,0.13155
6,0.130837
7,0.131442
8,0.125819
9,0.119441
10,0.109248
11,0.0956471
12,0.0772347
13,0.0653588
14,0.0579552
15,0.0548764
16,0.0530002
17,0.0518482
18,0.0514984
19,0.0508471
20,0.0502466
21,0.0498581
22,0.0502595
23,0.0492735
24,0.0491143
25,0.0498167
26,0.048574
27,0.0486328
28,0.048691
29,0.047943
30,0.04796
31,0.0479762
32,0.0476357
33,0.047254
34,0.0471045
35,0.0474978
36,0.0471181
37,0.0474363
38,0.0464262
39,0.0461901
40,0.0464565
41,0.0459596
42,0.0465366
43,0.0460677
44,0.0451634
45,0.0467256
46,0.0453229
47,0.0465367
48,0.0463064
49,0.0442822
50,0.0436762
51,0.0438324
52,0.0430635
53,0.0428924
54,0.0425831
55,0.0421601
56,0.041895
57,0.0416322
58,0.0413132
59,0.0409428
60,0.0408437
61,0.0402534
62,0.0412389
63,0.0394759
64,0.0391429
65,0.038858
66,0.0386779
67,0.0382462
68,0.0377766
69,0.037447
70,0.0370201
71,0.0367611
72,0.036924
73,0.0361303
74,0.0357303
75,0.0354741
76,0.035454
77,0.034744
78,0.0345691
79,0.034187
80,0.0338619
81,0.0333249
82,0.0329963
83,0.0325841
84,0.0323214
85,0.0333226
86,0.0319816
87,0.0316413
88,0.0310738
89,0.0308045
90,0.0307701
91,0.030381
92,0.030342
93,0.0297615
94,0.029412
95,0.0292941
96,0.029398
97,0.0287507
98,0.0285476
99,0.0282036
100,0.0280469
101,0.0277255
102,0.0275699
103,0.0278554
104,0.0270572
105,0.0269861
106,0.0266705
107,0.0264865
108,0.0266392
109,0.026151
110,0.0262993
111,0.0259538
112,0.0256667
113,0.02546
114,0.0254066
115,0.0254916
116,0.0252557
117,0.0253421
118,0.0250343
119,0.0246494
120,0.0245156
121,0.0243577
122,0.0245189
123,0.0242158
124,0.0239819
125,0.0238778
126,0.0240366
127,0.0236138
128,0.0236027
129,0.0239593
130,0.0235703
131,0.0231744
132,0.0231208
133,0.0230932
134,0.023433
135,0.0229368
136,0.0230145
137,0.0227291
138,0.0227077
139,0.0225508
140,0.022578
141,0.0223421
142,0.0223596
143,0.0226495
144,0.0225142
145,0.0220609
146,0.0222973
147,0.0223703
148,0.0218651
149,0.0219028
150,0.0218382
151,0.0219133
152,0.0216384
153,0.0216662
154,0.02272
155,0.0214825
156,0.0214349
157,0.0213771
158,0.0215634
159,0.0213976
160,0.0214339
161,0.0213607
162,0.0210842
163,0.0211636
164,0.0212225
165,0.0209646
166,0.0210725
167,0.0208277
168,0.0210851
169,0.0208386
170,0.0207104
171,0.0207184
172,0.0208451
173,0.0205971
174,0.020583
175,0.0208283
176,0.0204871
177,0.0204933
178,0.0204707
179,0.0206421
180,0.0204348
181,0.0205026
182,0.0204669
183,0.020289
184,0.0203238
185,0.0208618
186,0.0202944
187,0.0202564
188,0.0205256
189,0.0201522
190,0.0210611
191,0.0202914
192,0.0222451
193,0.0209571
194,0.0202857
195,0.020206
196,0.0203995
197,0.0202066
198,0.0204157
199,0.0200566
200,0.0199319
201,0.0199164
202,0.0199393
203,0.0204044
204,0.0203496
205,0.0198938
206,0.0199158
207,0.0199948
208,0.0217162
209,0.0205224
210,0.0199471
211,0.0197887
212,0.0198056
213,0.0200079
214,0.0200942
215,0.0197486
216,0.0201873
217,0.0198176
218,0.0198713
219,0.0198267
220,0.0197175
221,0.019688
222,0.0199133
223,0.0196465
224,0.0197524
225,0.0197244
226,0.020771
227,0.019586
228,0.0196775
229,0.0207454
230,0.0198187
231,0.0197421
232,0.0198189
233,0.0198747
234,0.0195562
235,0.0197883
236,0.0198151
237,0.0207438
238,0.0194933
239,0.0194659
240,0.019701
241,0.0197911
242,0.0195302
243,0.0194908
244,0.0204911
245,0.0196224
246,0.0196237
247,0.019901
248,0.0196279
249,0.020261
250,0.0195191
251,0.0196317
252,0.0194373
253,0.0193985
254,0.0196168
255,0.0196088
256,0.0204296
257,0.0196043
258,0.0193942
259,0.0194799
260,0.0193057
261,0.0192788
262,0.0193478
263,0.0193991
264,0.0192839
265,0.0209265
266,0.01929
267,0.0192885
268,0.0193526
269,0.0193281
270,0.0194533
271,0.0195402
272,0.0198
273,0.019523
274,0.0197094
275,0.0205804
276,0.0193061
277,0.0192292
278,0.0193755
279,0.0191625
280,0.0192799
281,0.0191625
282,0.0191458
283,0.0191742
284,0.0196697
285,0.0191514
286,0.019197
287,0.0191137
288,0.0192743
289,0.019139
290,0.0191161
291,0.0191558
292,0.0190996
293,0.0191805
294,0.0191373
295,0.0190954
296,0.0191692
297,0.0192515
298,0.0192053
299,0.019604
300,0.0192237
301,0.0197703
302,0.0190455
303,0.019073
304,0.0193122
305,0.019243
306,0.019081
307,0.0207492
308,0.0192264
309,0.0190155
310,0.0190635
311,0.0190038
312,0.0191991
313,0.0191885
314,0.0195026
315,0.0196244
316,0.0197894
317,0.0190412
318,0.0191251
319,0.0190714
320,0.0198755
321,0.0190331
322,0.0189985
323,0.0190277
324,0.0189721
325,0.0190725
326,0.0197264
327,0.019333
328,0.0191507
329,0.0194739
330,0.0190023
331,0.0189865
332,0.0189592
333,0.0189621
334,0.0189374
335,0.0189112
336,0.0191231
337,0.0196204
338,0.0191171
339,0.0189607
340,0.019008
341,0.0189491
342,0.0190039
343,0.0189265
